,id,label,statement,subject,speaker,speaker_title,State,party_affiliation,barely_true,false,half_true,mostly_true,pants_on_fire,context,Polarity,sentiment_score,variation,sensational_value,label_value
754,5487.json,mostly-true,rhode island state officers state supported colleges carry duties unarmed,"education,guns,public-safety,states",glenford-shibley,Retired,Rhode Island,republican,0,0,0,1,0,a news release,1,0,0,0,1
755,6841.json,mostly-true,says united states highest corporate tax rate world,"corporations,taxes",joseph-kyrillos,State Senator,New Jersey,republican,3,3,2,2,1,a debate on NJTV,0,1,0.189,0,1
756,12457.json,FALSE,allowed referring email practices,"homeland-security,technology",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an interview on ABC,0,0,0,0,4
757,1467.json,TRUE,law clear monies recouped tarp shall paid general fund treasury reduction public debt,economy,judd-gregg,U.S. Senator,,republican,0,0,0,1,0,a Senate budget hearing,1,1,0.161,0,0
758,13039.json,FALSE,veterans many cases treated worse illegal immigrants,"immigration,veterans",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech in Philadelphia,-1,-1,0.401,1,4
759,6565.json,half-true,says paul ryan tried change whole game social security,"federal-budget,message-machine-2012,retirement,social-security",barack-obama,President,Illinois,democrat,70,71,160,163,9,a radio ad,-1,1,0.179,0,2
760,13321.json,barely-true,says rob portman registered foreign agent whose client haiti time baby doc duvalier despot killing people,"corrections-and-updates,foreign-policy",ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,the U.S. Senate debate in Cleveland,-1,-1,0.267,1,5
761,10645.json,pants-fire,recent solar energy policies georgia resulted rate hikes result solar becoming economically viable,energy,americans-prosperity-florida,advocacy group,Florida,none,2,0,0,0,1,a news release,1,1,0.091,0,3
762,9123.json,barely-true,says president barack obamas acceptance islamic order gold medal unconstitutional,"foreign-policy,legal-issues",facebook-posts,Social media posting,,none,14,18,15,11,36,viral posts on the Internet,0,1,0.337,1,5
763,8348.json,mostly-true,2010 non partisan government accountability office found 6 5 percent u mexico border full control border patrol,immigration,lamar-smith,Congressman,Texas,republican,2,5,1,3,0,a flier mailed to constituents,1,0,0,0,1
764,7960.json,half-true,one tax raised since ive governor,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,"an interview on the ""Ask The Governor"" monthly radio call-in program",0,0,0,0,2
765,2857.json,TRUE,demand transportation choice rise 14 percent ohioans riding passenger trains past year,"federal-budget,infrastructure,transportation",ohio-department-transportation,,Ohio,none,0,0,0,0,0,a news release,1,0,0.073,0,0
766,6771.json,TRUE,poll conducted egypt revealed 80 percent egyptians oppose receiving foreign aid united states,"federal-budget,foreign-policy",barry-hinckley,,Rhode Island,republican,0,4,1,2,2,a story on 630WPRO.com,-1,1,0.141,0,0
767,1149.json,FALSE,spend twice much per capita health care nation earth,health-care,bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,an appearance on the Rachel Maddow Show,1,1,0.176,0,4
768,1479.json,FALSE,says texas education agency follows make sure undocumented immigrants paying state tuition texas colleges applying permanent residency,immigration,rick-perry,Governor,Texas,republican,30,30,42,23,18,a debate,1,1,0.095,0,4
769,8531.json,TRUE,says 18 states district columbia voted democratic six consecutive presidential elections,elections,george-will,Columnist,Maryland,columnist,7,6,3,5,1,"comments on Fox's ""Fox News Sunday""",0,0,0,0,0
770,8473.json,FALSE,hidden healthcare gov code language means users waive reasonable right privacy personal information,"health-care,privacy,technology",joe-barton,U.S. Representative,Texas,republican,3,1,0,0,0,a Fox News interview,1,0,0,0,4
771,1509.json,mostly-true,one recent polls said 75 percent american people said either anything start health care reform,health-care,jon-kyl,U.S. Senator,Arizona,republican,0,2,4,3,0,an interview on Fox News,1,1,0.113,0,1
772,3749.json,barely-true,military experts say anywhere 25 30 members al qaeda afghanistan,afghanistan,david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a radio interview,1,0,0,0,5
773,313.json,half-true,average american working month may pay government,taxes,mike-huckabee,author,Arkansas,republican,12,5,9,3,4,a debate in Boca Raton.,-1,0,0.085,0,2
774,12623.json,half-true,says kelly ayotte stands washington gun lobby fund campaigns,"campaign-finance,guns,voting-record",americans-responsible-solutions,,,none,1,0,1,2,0,an ad,0,-1,0.09,0,2
775,432.json,half-true,barack obama network small donors constitutes parallel public financing system,ethics,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Washington, D.C.",-1,0,0,0,2
776,7769.json,FALSE,cranston costs 5 000 6 000 send community notifications one level 3 sex offender,"children,crime,criminal-justice",peter-palumbo,State Representative,Rhode Island,democrat,3,1,1,0,0,a House Finance Committee hearing,0,-1,0.128,0,4
777,5734.json,half-true,countrys economy battered nine states income tax actually grew jobs 2001 2010,"income,jobs,states,taxes",bettylou-decroce,,,republican,0,0,1,0,0,n opinion column in the Gloucester County Times,0,-1,0.109,0,2
778,10798.json,FALSE,united states building aircraft long range bombers additional aircraft carriers nuclear submarines,military,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a speech at the Iowa Faith and Freedom Summit,0,1,0.141,0,4
779,10857.json,FALSE,every year spend roughly 500 billion tax compliance roughly budget entire military entirely wasted tax compliance,"federal-budget,military,taxes",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a roundtable with Texas businesses,-1,-1,0.132,0,4
780,4910.json,mostly-true,say teachers make averagein new jersey 60 000 dollars year work 180 days,education,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a speech at Notre Dame's law school,1,0,0,0,1
781,2360.json,half-true,put 10 000 people work electricians plumbers sheet metal workers retrofitting state buildings energy independence efficiency,energy,roy-barnes,Attorney,Georgia,democrat,0,0,3,3,1,a campaign ad,0,1,0.173,0,2
782,2212.json,TRUE,exporters using federal loophole deceptively sell products made cat dog fur u consumers,trade,hank-johnson,U.S. Congressman,Georgia,democrat,3,0,4,3,0,a statement,0,0,0,0,0
783,4485.json,TRUE,city atlanta either highest second highest average water bills country,"taxes,water",carla-smith,,,none,0,0,0,0,0,a meeting,-1,0,0,0,0
784,5128.json,barely-true,mitt romneys bain capitals profits kb toys later went business described boston herald disgusting,"candidates-biography,message-machine-2012",winning-our-future,,,none,2,2,3,1,0,"the video, ""When Mitt Romney Came to Town""",-1,0,0.019,0,5
785,12922.json,barely-true,roy coopers refusal job costing taxpayers money,"ethics,legal-issues,public-service,states",pat-mccrory,Governor of North Carolina,North Carolina,republican,5,2,3,0,1,a press release,0,0,0,0,5
786,13269.json,mostly-true,exchange five minutes bill clinton government qatar going give 1 million clinton foundation,foreign-policy,mike-pence,Governor,Indiana,republican,8,10,12,5,0,"comments on ""Meet the Press""",0,0,0,0,1
787,1506.json,TRUE,speaker rubio supported gun restrictions included background checks waiting periods,guns,charlie-crist,,Florida,democrat,15,9,20,19,2,a news release,0,0,0.007,0,0
788,11348.json,mostly-true,salaries austin residents dont work city government going 3 percent year last several years,"city-budget,city-government,economy,jobs",don-zimmerman,Computer systems,Texas,republican,2,0,0,1,0,an Austin City Council meeting,0,0,0,0,1
789,1791.json,half-true,kagan took money goldman sachs like boss obama,"campaign-finance,kagan-nomination,pundits,supreme-court",michael-savage,,,none,0,0,1,0,1,his website,0,1,0.185,0,2
790,9204.json,FALSE,know 2013 50 percent babies born oregon hispanic,"children,diversity,education",betsy-miller-jones,Oregon School Boards Association executive director,Oregon,none,0,1,0,0,0,a newsletter,0,0,0,0,4
791,3010.json,TRUE,one two states eight consecutive months declining unemployment twenty one states increased unemployment last month went,"economy,job-accomplishments,jobs",ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,an interview with The Plain Dealer,-1,-1,0.124,0,0
792,562.json,FALSE,barack obama wants unilaterally disarm nation,military,chain-email,,,none,11,43,8,5,105,a chain e-mail,-1,0,0,0,4
793,2860.json,FALSE,earmark moratorium,federal-budget,kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,a statement,0,0,0,0,4
794,2828.json,FALSE,milwaukees problems include 52 percent black male unemployment,"economy,jobs",marvin-pratt,Former Acting Mayor of Milwaukee,Wisconsin,none,0,1,0,0,0,a TV interview,-1,-1,0.483,1,4
795,5145.json,barely-true,rob cornilles disputed two years news story said said would cut social security medicare programs trimming u defense budget,"medicare,social-security",rob-cornilles,consultant,Oregon,republican,1,1,3,1,1,a debate,1,-1,0.123,0,5
796,3004.json,FALSE,says texas railroad commissioner michael williams attended 150 tea party gatherings,"bipartisanship,candidates-biography",dean-wright,Small businessman,Texas,none,0,1,0,0,0,a newspaper article.,1,1,0.172,0,4
797,2399.json,FALSE,harry reid voted give special tax breaks illegal aliens,"immigration,message-machine,taxes",sharron-angle,Republican nominee for Nevada U.S. Senate seat,Nevada,republican,3,1,1,0,0,a campaign commerical,-1,-1,0.055,0,4
798,10649.json,FALSE,job growth united states fastest pace countrys history,"economy,jobs",david-simas,White House aide,"Washington, D.C.",democrat,0,1,0,0,0,"an interview on CNN's ""New Day""",0,1,0.278,1,4
799,13279.json,half-true,asked equal pay women rubios quote waste time,"labor,women",patrick-murphy,,Florida,democrat,2,1,4,5,0,a U.S. Senate debate,-1,-1,0.231,0,2
800,11283.json,mostly-true,atlanta issued increasing number citations collected increasing amount revenue since mayor kasim reed took office 2010,"crime,public-safety",reader-email,,,none,0,0,0,1,1,an email from a reader,0,0,0.056,0,1
801,10865.json,TRUE,says known veto corleone cutting spending florida governor,state-budget,jeb-bush,,Florida,republican,17,5,17,24,2,"a meeting with business leaders in Portsmouth, N.H.",-1,0,0.111,0,0
802,10185.json,TRUE,last time republican u senate candidates beat two incumbents 1980,elections,sean-spicer,Communications Director for the Republican National Committee,,republican,0,0,0,0,1,"comments on CNN's ""State of the Union""",1,0,0,0,0
803,12373.json,TRUE,respond puerto ricos debt crisis,"debt,deficit",sean-duffy,Member of the U.S. House,Wisconsin,republican,5,1,6,1,2,a radio ad,0,-1,0.485,1,0
804,4700.json,barely-true,state rhode island worst state funded pension country,"deficit,pensions,state-budget,state-finances",helen-glover,"talk show host, WHJJ",Rhode Island,talk-show-host,1,1,0,0,0,an introduction to a radio interview,-1,-1,0.255,0,5
805,12267.json,half-true,2009 hillary clinton state department working u corporations pressure haiti raise minimum wage 61 cents hour 24 cents,"foreign-policy,labor,workers",lee-camp,Host of Redacted Tonight with Lee Camp,,talk-show-host,0,0,1,0,0,"an episode of ""Redacted Tonight""",0,-1,0.071,0,2
806,10579.json,mostly-true,republican governor 2014 elections took higher percentage republican voteand yet also carried independents 12 points,"candidates-biography,elections,job-accomplishments,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,1,0,0,0,1
807,9986.json,barely-true,2012 redistricting wisconsin competitive congressional districts,redistricting,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a speech,0,0,0.175,0,5
808,336.json,TRUE,john mccain even mentioned running mate john kerry,elections,citizens-united-political-victory-fund,,"Washington, D.C.",republican,0,0,0,1,0,a TV ad,0,0,0,0,0
809,65.json,TRUE,cast couple 99 1 votes lone dissenter,candidates-biography,fred-thompson,Actor,Tennessee,republican,1,4,3,3,0,"a speech in Sioux City, Iowa",0,-1,0.174,0,0
810,4603.json,FALSE,says hes never asked inflationary budget increases 10 budgets milwaukee county sheriff,"county-budget,criminal-justice",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat,3,5,2,1,0,a radio interview,1,0,0,0,4
811,10644.json,barely-true,new york mayor bill de blasio homicides 20 percent subway delays soared 45 percent,"crime,transportation",greg-gutfeld,,,republican,1,0,0,0,0,a commentary on Fox News.,1,0,0,0,5
812,300.json,mostly-true,delivered tax relief republicans combined,taxes,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,a TV ad,1,1,0.273,1,1
813,1805.json,barely-true,says u rep lamar smith supported 700 billion wall street bailout 2008 standing way reforms would assure bailouts would never happen,"campaign-finance,economy,financial-regulation",lainey-melnick,Real estate broker,Texas,democrat,1,0,0,0,0,an e-mail blast,0,1,0.099,0,5
814,11300.json,half-true,gradinsurance debacle direct result obamacare mizzou break law right thing,"education,health-care",caleb-rowden,State representative,Missouri,republican,1,0,1,1,0,a tweet,1,0,0,0,2
815,6564.json,pants-fire,says president obama waived work requirement welfare,welfare,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,a convention speech,0,0,0,0,3
816,8253.json,mostly-true,7 10 oregon families living poverty least one parent works,"children,families,income,poverty,welfare",oregon-center-public-policy,,Oregon ,organization,0,0,0,1,0,website materials ,-1,-1,0.191,0,1
817,9330.json,TRUE,ninety seven percent time thats often mark warner votes president obama,"message-machine-2014,voting-record",republican-party-virginia,,Virginia,republican,2,0,0,0,1,a web ad.,0,0,0,0,0
818,2329.json,barely-true,says rick perry 25 year incumbent,"candidates-biography,job-accomplishments",bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,a press release,0,0,0,0,5
819,12307.json,mostly-true,says array statistics show conditions parts baltimore rival west bank palestine north korea distressed cities nigeria india china south africa,"poverty,public-health",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a speech,0,-1,0.08,0,1
820,1475.json,half-true,house passed pay go rule said wanted investment entitlement etc pay,"federal-budget,stimulus",nancy-pelosi,House Minority Leader,California,democrat,3,7,11,2,3,a press conference,0,0,0.06,0,2
821,9402.json,TRUE,numbers make clear georgia voters increasingly taking advantage early voting opportunities,education,brian-kemp,Secretary of State,Georgia,republican,0,2,0,0,0,statement,1,1,0.356,1,0
822,3870.json,FALSE,says ocean spray moving bordentown processing facility pennsylvania largely costs associated regional greenhouse gas initiative,"cap-and-trade,climate-change,economy",diane-allen,State Senator,New Jersey,republican,0,1,0,0,0,a press release,1,0,0,0,4
823,4544.json,TRUE,running presidency 2012,elections,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,,0,0,0,0,0
824,8955.json,TRUE,rhode island almost dead last among northeastern states length time first degree murderers must spend prison theyre eligible parole,"crime,criminal-justice,legal-issues,states",leonidas-raptakis,State Senator,Rhode Island,democrat,0,1,1,0,0,a news conference,-1,-1,0.345,1,0
825,1160.json,FALSE,really great programs american history social security done without republicans medicare done without republican support last vote realized get board,"health-care,history,medicare",howard-dean,Democratic National Committee chairman,Vermont,democrat,1,4,1,2,0,an interview on the Rachel Maddow Show,1,1,0.116,0,4
826,6344.json,FALSE,diane black voted fund obamacare,"congress,congressional-rules,health-care",lou-ann-zelenik,Businesswoman,Tennessee,republican,0,1,0,0,0,in an ongoing radio commercial.,-1,0,0,0,4
827,7214.json,barely-true,hurricane sandy destructive atlantic storm ever,"climate-change,environment,weather",environment-new-jersey,,New Jersey,none,1,0,0,0,0,an online post about global warming,-1,-1,0.38,1,5
828,8021.json,mostly-true,hispanic population gwinnett henry counties increased 153 percent 339 percent respectively since 2000 republican presidential candidates getting smaller percentage vote counties,elections,karl-rove,,Texas,republican,2,5,2,8,0,an op-ed,0,1,0.127,0,1
829,9103.json,mostly-true,bipartisan senator united states senate,"bipartisanship,voting-record",scott-brown,,New Hampshire,republican,2,2,1,3,1,"a meeting with Republicans in Portsmouth, N.H.",1,1,0.237,0,1
830,6482.json,barely-true,says gov scott walker raises pay inmates dont raise pay staff correctional institutions,"criminal-justice,income,state-finances,unions,workers",marty-beil,,,none,1,0,0,0,0,an interview,0,-1,0.128,0,5
831,10525.json,FALSE,current debate authorizing military action islamic state would first time congress would place limits commander chiefs ability commander chief,"congress,history,military,terrorism",adam-kinzinger,U.S. Representative,Illinois,republican,0,2,1,0,0,an appearance on ABC's 'This Week',1,1,0.081,0,4
832,4308.json,mostly-true,u debt equal 100 percent gdp,"deficit,federal-budget",rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a news release,0,-1,0.2,0,1
833,2536.json,barely-true,tom ganley supports 23 percent national sales tax would raise taxes middle class giving huge tax break millionaires like,taxes,ohio-democratic-party,,Ohio,democrat,4,1,2,2,2,a statement posted on a website,1,1,0.316,1,5
834,2639.json,half-true,pat toomey still supports privatizing social security,"message-machine,market-regulation,social-security",joe-sestak,U.S. Representative,Pennsylvania,democrat,1,0,1,1,0,a campaign commercial,1,1,0.495,1,2
835,11314.json,TRUE,marijuana kids smoking today marijuana jeb bush smoked 40 years ago,drugs,carly-fiorina,,California,republican,5,5,4,3,2,the CNN Republican debate,0,0,0,0,0
836,763.json,TRUE,barack obama voted born alive legislation illinois virtually identical federal law,abortion,national-right-life-committee,,,none,1,2,1,0,0,a published piece on their Web site,1,1,0.14,0,0
837,12769.json,mostly-true,says trump shirts made bangladesh trump suits mexico trump vodka netherlands trump crystal barware slovenia cufflinks ties china,"candidates-biography,corrections-and-updates,jobs",funny-or-die,,,none,0,0,0,1,0,a video shown at the Democratic National Convention,0,0,0,0,1
838,5094.json,FALSE,says president barack obama opened new trade relationships nations,"economy,foreign-policy,new-hampshire-2012,trade",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a Republican presidential debate in Manchester, N.H.",-1,-1,0.145,0,4
839,8525.json,TRUE,says taxpayer subsidy oregon convention center hotel jumped 100 million closed door sessions,transparency,coalition-fair-budget-priorities,,Oregon,organization,0,0,0,0,0,a website statement,-1,0,0,0,0
840,2851.json,barely-true,says buy four light bulbs 1 99 walmart single compact fluorescent lamp cfl costs 10 pop,"energy,market-regulation",joe-barton,U.S. Representative,Texas,republican,3,1,0,0,0,a speech at The Heritage Foundation.,1,0,0,0,5
841,10618.json,mostly-true,jeb bush state florida decided private emails disclose,transparency,american-bridge-21st-century,,,democrat,2,1,0,3,0,an online post,0,0,0,0,1
842,1307.json,TRUE,history tells us job growth always lags behind economic growth,economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,remarks from the White House,-1,1,0.172,0,0
843,10310.json,mostly-true,bill howell consistent force behind every major tax increase virginia last decade,"taxes,voting-record",susan-stimpson,,Virginia,republican,0,1,0,1,0,a news release.,-1,1,0.119,0,1
844,7439.json,mostly-true,9 000 rhode island voters used moderate party master lever mechanism didnt single moderate ballot,elections,kenneth-block,businessman,,republican,0,3,2,3,0,a television interview,1,1,0.114,0,1
845,6561.json,half-true,president obama attacking paul ryan medicare even though administration help jim langevin cut 716 billion medicare,medicare,michael-riley,,Rhode Island,republican,2,1,1,0,0,a post on Riley‰Ûªs Facebook campaign page,0,-1,0.078,0,2
846,12570.json,pants-fire,says hillary clinton even deleted record total support trans pacific partnership trade agreement book,"candidates-biography,economy,foreign-policy,history,job-accomplishments,trade",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech,0,1,0.124,0,3
847,828.json,FALSE,obama says iran tiny country pose serious threat,foreign-policy,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a TV ad airing in Florida,-1,0,0.12,0,4
848,1861.json,pants-fire,barbara boxers worried weather instead terrorism biggest threat national security,"candidates-biography,environment,homeland-security,message-machine,terrorism",carly-fiorina,,California,republican,5,5,4,3,2,a campaign commercial,0,-1,0.317,1,3
849,2019.json,TRUE,spend three times entitlements debt services defense,"federal-budget,social-security",sarah-palin,,Alaska,republican,9,19,9,6,6,a Facebook posting,1,-1,0.059,0,0
850,10240.json,FALSE,2014 elections american people overwhelmingly said dont want obamacare dont want amnesty,"health-care,immigration,polls",ted-cruz,Senator,Texas,republican,36,33,15,19,8,an interview on Fox News,1,-1,0.208,0,4
851,9206.json,half-true,dan patrick got caught paying taxes pocketed employees payroll taxes,"bankruptcy,candidates-biography,taxes",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a video ad,0,0,0,0,2
852,12488.json,barely-true,says merrick garland authored opinion resulted release 17 guantanamo bay prisoners part group violent islamist extremists state department designated terrorists,"foreign-policy,military,supreme-court,terrorism",pat-toomey,Candidate for U.S. Senate,Pennsylvania,republican,3,2,2,1,0,,-1,-1,0.28,1,5
853,10209.json,TRUE,congress 11 percent approval ratings yet 96 4 percent incumbent lawmakers elected 2014,congress,facebook-posts,Social media posting,,none,14,18,15,11,36,a meme on social media,0,1,0.171,0,0
854,2871.json,barely-true,letting bush tax cuts expire would raise taxes small businesses,"economy,small-business,taxes",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a TV interview.,-1,-1,0.167,0,5
855,5337.json,barely-true,statistics bear time country state makes restrictive abortion laws fatalities go abortions actually increase,"abortion,government-regulation,women",nickie-antonio,State representative,Ohio,democrat,1,0,0,0,0,a news conference,1,-1,0.064,0,5
856,2141.json,mostly-true,presidents budget would take non defense spending lowest level percentage economy since jfk,"economy,federal-budget,military",barack-obama,President,Illinois,democrat,70,71,160,163,9,remarks at a bill signing,0,-1,0.12,0,1
857,8804.json,mostly-true,approximately 6 million disenfranchised felons united states one quarter floridians,"crime,elections",desmond-meade,,Florida,none,0,0,0,1,0,"a ""BloggingBlackMiami"" blog post",-1,1,0.189,0,1
858,375.json,pants-fire,obama basically threatened bomb pakistan,foreign-policy,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a debate in Cleveland, Ohio.",0,-1,0.608,1,3
859,2999.json,FALSE,governor consult members party released transportation plan,transportation,ward-armstrong,"Minority leader, House of Delegates",Virginia,democrat,0,3,0,0,1,a letter.,1,1,0.153,0,4
860,3023.json,FALSE,ohio lost population every state country except two,economy,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a news conference,1,-1,0.141,0,4
861,12332.json,mostly-true,california donald trump given 12 000 jerry brown gavin newsom kamala harris,"campaign-finance,elections",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a speech at the California Republican Party Convention,0,0,0,0,1
862,2294.json,half-true,gov rick perry overseen highest texas unemployment 22 years,economy,back-basics,,Texas,democrat,0,2,1,1,0,a newspaper ad,0,-1,0.209,0,2
863,10021.json,FALSE,support auto bailouts,"congress,transportation",terri-lynn-land,Republican candidate for U.S. Senate,Michigan,republican,0,0,0,0,0,a campaign statement to a local newspaper,0,1,0.351,1,4
864,9246.json,mostly-true,ed gillespies 2006 book promoted individual health care mandate recommends enforced irs income tax code,"medicaid,taxes",democratic-party-virginia,,Virginia,democrat,2,1,1,3,0,news release.,0,1,0.273,1,1
865,11971.json,barely-true,republican extremists tried take away abortion rights blake rocap stopped,"abortion,candidates-biography",blake-rocap,Lawyer,Texas,democrat,1,0,0,0,0,a voter mailer,0,-1,0.137,0,5
866,6411.json,half-true,says obama refuses recognize jerusalem capital israel,"foreign-policy,israel,message-machine-2012",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a campaign ad,0,0,0,0,2
867,12492.json,half-true,says helped draft parts dodd frank wall street reform bill,"congress,financial-regulation",tim-canova,Nova Southeastern University law professor,Florida,democrat,0,0,1,2,0,a post on Medium,0,0,0,0,2
868,11577.json,TRUE,says income tax rates eisenhower high 90 percent,taxes,bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,"a Democratic presidential debate in Des Moines, Iowa",1,0,0,0,0
869,12844.json,mostly-true,american homeownership rate q2 2016 62 9 lowest rate 51yrs,"economy,housing",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a tweet,0,-1,0.191,0,1
870,6835.json,half-true,romneys medicare plan estimated cost average senior 6 000 year,"debates,medicare,retirement",barack-obama,President,Illinois,democrat,70,71,160,163,9,a debate in Denver,-1,0,0,0,2
871,3622.json,TRUE,staffing ratio officers residents seattle wed 300 officers department,public-safety,michael-reese,Portland police chief,Oregon,none,0,0,0,0,0,a speech,1,0,0,0,0
872,13346.json,TRUE,department veterans affairs doctors prohibited recommending medical marijuana,marijuana,campaign-regulate-marijuana-alcohol,,Arizona,none,0,0,1,0,0,a political advertisement,0,0,0,0,0
873,2308.json,mostly-true,career politician daniel webster became speaker house wasted 32 000 money spiral staircase office,"candidates-biography,ethics,message-machine,state-budget,taxes",alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,an ad.,-1,-1,0.132,0,1
874,12112.json,half-true,texas highest level turnout ever primary,elections,greg-abbott,governor,Texas,republican,11,3,8,6,5,speaking to reporters,1,0,0,0,2
875,361.json,FALSE,says difference barack obama 35 years experience,candidates-biography,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a campaign event in Robstown, Texas.",0,0,0,0,4
876,12946.json,mostly-true,22 veterans take lives day,veterans,kamala-harris,Attorney General,California,democrat,0,0,2,2,0,a tweet.,1,0,0,0,1
877,11576.json,half-true,united states major country earth doesnt guarantee health care people right privilege,health-care,bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,"a Democratic presidential debate in Des Moines, Iowa",1,-1,0.134,0,2
878,10608.json,barely-true,said former u ambassador kenya scott gration forced resign two years ago personal use emails,"ethics,transparency",david-shuster,,,none,1,0,0,0,0,a Hillary Clinton press conference,-1,-1,0.213,0,5
879,10936.json,half-true,says florida model successful pretrial release programs,"crime,criminal-justice",john-oliver,"Host, Last Week Tonight",,none,0,0,2,4,0,"a segment about bail on ""Last Week Tonight""",1,1,0.322,1,2
880,6284.json,barely-true,ever visited nashville washington c see many names initials carved desks,government-efficiency,julia-hurley,State representative,Tennessee,republican,1,0,0,0,0,an email to constituents,1,0,0,0,5
881,6739.json,pants-fire,redistribution never characteristic america,"economy,federal-budget,history,taxes",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,remarks in Atlanta,-1,0,0,0,3
882,5127.json,FALSE,tampa strip club capital world,"economy,pop-culture",ellyn-bogdanoff,state representative,Florida ,republican,1,1,1,0,0,a hearing in Tallahassee,0,0,0,0,4
883,2827.json,pants-fire,said reached power sharing agreement republican lt gov casey cagle,elections,republican-state-senators,,,republican,0,0,0,0,1,Statements to reporters,0,1,0.338,1,3
884,8381.json,half-true,says 6 20 bicycles parked space required one car,transportation,earl-blumenauer,U.S. representative,Oregon,democrat,0,1,1,1,0,an article on his website.,0,0,0,0,2
885,10609.json,FALSE,unsealed records marquette university,"candidates-biography,education,elections",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,0,0,0,0,4
886,4166.json,TRUE,says u rep allen west constituent mine,"elections,redistricting",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview on CNN,0,0,0,0,0
887,3461.json,FALSE,u gives foreign aid cuba venezuela even though countries enemies,"federal-budget,foreign-policy",ted-poe,U.S. House Representative,Texas,republican,1,1,1,0,0,a House floor speech,-1,-1,0.176,0,4
888,4515.json,half-true,says texas wildfires linked climate change,"climate-change,environment",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a fundraising event in San Jose, Calif.",0,0,0,0,2
889,6916.json,FALSE,agreement goes effect millions mexican citizens become eligible social security benefits may far stronger claim benefits protection cuts u citizens,social-security,senior-citizens-league,advocacy group for senior citizens,Virginia,none,1,1,0,0,0,mailer,1,1,0.268,1,4
890,8720.json,pants-fire,earlier year john depetro accused sexually assaulting female co worker,"crime,legal-issues,pundits,unions,women",our-daughters-ri,,Rhode Island,organization,0,0,0,0,1,an online petition,1,-1,0.355,1,3
891,1186.json,pants-fire,photo tea party protests shows crowd sprawling capitol washington monument,history,blog-posting,,,none,7,19,3,5,44,conservative blogs,0,1,0.051,0,3
892,12784.json,half-true,approval united states 20 points higher hillary clinton left secretary states office took,"foreign-policy,job-accomplishments,polls",bill-clinton,former president,Arkansas,democrat,4,2,12,11,3,a speech at the Democratic National Convention in Philadelphia,1,1,0.211,0,2
893,6232.json,FALSE,every one 67 supervisors elections florida refused carry effort remove noncitizens voter rolls,"elections,message-machine-2012",moveon,,,democrat,2,4,3,0,0,an email,0,-1,0.091,0,4
894,97.json,mostly-true,bill richardson major democratic candidate plan withdraw american troops iraq major democratic candidates support leaving american troops iraq indefinitely,iraq,bill-richardson,Governor,New Mexico,democrat,1,2,3,8,1,,0,1,0.083,0,1
895,12294.json,TRUE,earned votes state wisconsin donald trump new york,elections,ted-cruz,Senator,Texas,republican,36,33,15,19,8,"remarks in Borden, Ind.",1,0,0,0,0
